1,2,merged,1,1
2,4,merged,1,1,1,1
3,1,merged,1
4,1,merged,1
5,1,merged,1
6,1,merged,1
7,3,merged,-1,1,1
8,1,merged,1
9,1,merged,1
10,1,merged,1
11,1,abandoned,-1
12,1,merged,1
13,1,merged,1
14,1,merged,1
15,1,merged,1
16,1,merged,1
17,1,merged,1
18,1,merged,1
19,1,abandoned,-1
20,1,merged,1
21,1,merged,1
22,1,merged,1
23,1,merged,1
24,1,merged,1
25,1,merged,1
26,1,merged,1
27,1,merged,1
28,1,merged,1
29,1,merged,1
30,1,merged,1
31,1,merged,1
32,1,merged,1
33,1,merged,1
34,1,merged,1
35,2,merged,-1,1
36,1,merged,1
37,2,merged,1,1
38,1,merged,1
39,1,merged,1
40,1,merged,1
41,1,merged,1
42,1,merged,1
43,1,merged,1
44,1,merged,1
45,1,merged,1
46,1,merged,1
47,1,merged,1
48,1,merged,1
49,1,merged,1
50,0,abandoned
51,1,merged,1
52,1,merged,1
53,1,merged,1
54,2,merged,1,1
55,1,merged,1
56,1,merged,1
57,1,merged,1
58,1,merged,1
59,2,merged,1,1
60,1,merged,1
61,1,merged,1
62,1,merged,1
63,1,merged,1
64,1,merged,1
65,2,abandoned,-1,-1
66,1,merged,1
67,1,merged,1
68,1,merged,1
69,1,merged,1
70,4,merged,1,1,1,1
71,1,merged,1
72,1,merged,1
73,1,merged,1
74,4,merged,1,1,1,1
75,1,merged,1
76,1,merged,1
77,1,merged,1
78,1,merged,1
79,2,merged,1,1
80,2,merged,1,1
81,1,merged,1
82,1,merged,1
83,1,merged,1
84,1,merged,1
85,1,merged,1
86,2,merged,1,1
87,1,merged,1
88,1,merged,1
89,1,merged,1
90,1,abandoned,-1
91,3,merged,1,1,1
92,1,merged,1
93,1,merged,1
94,1,merged,1
95,1,merged,1
96,1,merged,1
97,2,merged,1,1
98,2,merged,1,1
99,1,merged,1
100,1,merged,1
101,2,merged,1,1
102,2,merged,1,1
103,1,merged,1
104,1,merged,1
105,1,merged,1
106,1,merged,1
107,1,merged,1
108,1,merged,1
109,2,merged,1,1
110,1,merged,1
111,1,merged,1
112,1,merged,1
113,1,merged,1
114,2,merged,1,1
115,2,merged,1,1
116,1,merged,1
117,1,merged,1
118,1,merged,1
119,1,merged,1
120,1,merged,1
121,1,merged,1
122,1,merged,1
123,1,merged,1
124,1,merged,1
125,1,merged,1
126,2,merged,1,1
127,1,merged,1
128,2,merged,1,1
129,2,merged,1,1
130,1,merged,1
131,1,merged,1
132,1,merged,1
133,1,merged,1
134,1,merged,1
135,1,merged,1
136,1,merged,1
137,1,merged,1
138,1,merged,1
139,1,merged,1
140,1,merged,1
141,1,merged,1
142,1,merged,1
143,1,merged,1
144,1,merged,1
145,2,merged,1,1
146,2,abandoned,1,1
147,1,merged,1
148,1,merged,1
149,1,merged,1
150,1,merged,1
151,1,merged,1
152,1,merged,1
153,1,merged,1
154,1,merged,1
155,1,abandoned,-1
156,1,merged,1
157,1,abandoned,-1
158,1,merged,1
159,1,merged,1
160,1,merged,1
161,0,abandoned
162,1,merged,1
163,1,merged,1
164,1,merged,1
165,1,merged,1
166,1,merged,1
167,1,merged,1
168,1,merged,1
169,1,merged,1
170,1,merged,1
171,1,merged,1
172,1,merged,1
173,1,merged,1
174,1,merged,1
175,1,merged,1
176,1,merged,1
177,1,merged,1
178,1,merged,1
179,2,merged,1,1
180,1,merged,1
181,1,merged,1
182,1,merged,1
183,1,merged,1
184,1,merged,1
185,1,merged,1
186,1,merged,1
187,1,merged,1
188,1,merged,1
189,1,merged,1
190,1,merged,1
191,1,merged,1
192,2,merged,1,1
193,1,merged,1
194,1,merged,1
195,1,merged,1
196,1,merged,1
197,2,merged,1,1
198,1,merged,1
199,1,merged,1
200,1,merged,1
201,1,merged,1
202,1,merged,1
203,1,merged,1
204,1,merged,1
205,1,merged,1
206,1,merged,1
207,0,abandoned
208,1,merged,1
209,1,merged,1
210,1,merged,1
211,1,merged,1
212,1,merged,1
213,1,merged,1
214,1,merged,1
215,1,merged,1
216,2,merged,1,1
217,2,merged,1,1
218,2,merged,1,1
219,2,merged,1,1
220,2,merged,1,1
221,2,abandoned,-1,1
222,1,merged,1
223,1,abandoned,-1
224,1,merged,1
225,1,merged,1
226,1,merged,1
227,1,merged,1
228,2,merged,-1,1
229,2,merged,-1,1
230,1,merged,1
231,1,merged,1
232,1,merged,1
233,1,merged,1
234,3,merged,1,1,1
235,3,merged,-1,1,1
236,2,merged,1,1
237,1,merged,1
238,1,merged,1
239,1,abandoned,-1
240,1,merged,1
241,1,merged,1
242,1,merged,1
243,1,merged,1
244,1,merged,1
